match_date,surface,tourney_name,round,winner_name,loser_name,p_tiebreak,hold_asym,min_hold,s2_tb_rate_avg,y_s1_tb,y_s2_tb,p_pred
2025-07-21,Hard,Washington,QF,Emma Raducanu,Maria Sakkari,0.1206781179298264,0.10535572767142298,0.547610472721152,0.16666666666666666,0.0,0.0,0.10893125104434997
2025-07-21,Hard,Washington,QF,Anna Kalinskaya,Clara Tauson,0.1904661362208039,0.07861808708114837,0.6989614432174657,0.11666666666666667,0.0,0.0,0.12578909453666431
2025-07-21,Hard,Prague,Q1,Xinyu Gao,Lia Karatancheva,0.0837848819770679,0.21342190881373618,0.3583469330734053,0.07435897435897436,0.0,0.0,0.0642346491098543
2025-07-21,Hard,Prague,QF,Marie Bouzkova,Ann Li,0.0683022874095279,0.053605194142393064,0.6438622628000855,0.15,0.0,0.0,0.12535302016640948
2025-07-21,Hard,Prague,R32,Lucrezia Stefanini,Viktoriya Tomova,0.124278257768046,0.2403116709370845,0.4510239018819422,0.05,0.0,1.0,0.0900900083015656
2025-07-21,Hard,Washington,Q2,Caroline Dolehide,Aliaksandra Sasnovich,0.1044601109808698,0.044108190991155816,0.6084759909530899,0.1,0.0,0.0,0.1152304162956625
2025-07-21,Hard,W100 Evansville,QF,Darja Vidmanova,Talia Gibson,0.3824735601875867,0.08510476208396756,0.631976055736105,0.11538461538461539,0.0,0.0,0.09758743939694746
2025-07-21,Hard,Washington,R16,Anna Kalinskaya,Magda Linette,0.1773034314696113,0.02424945378929344,0.6872212340160557,0.06666666666666667,0.0,0.0,0.12593040300287525
2025-07-21,Hard,Washington,R16,Clara Tauson,Caroline Dolehide,0.1548934237513576,0.08219762248633022,0.6847879294828119,0.1,0.0,0.0,0.11465309876620482
2025-07-21,Hard,Washington,R32,Maria Sakkari,Katie Boulter,0.066721079693084,0.10452348240456122,0.6229304012100739,0.08333333333333333,0.0,0.0,0.11800379476171109
2025-07-21,Hard,Washington,R16,Elena Rybakina,Victoria Mboko,0.1428178627342644,0.09517116768784284,0.7188310894203662,0.08333333333333333,0.0,0.0,0.12392903344392328
2025-07-21,Hard,Washington,Q2,Yuliia Starodubtseva,Alana Smith,0.0508875666284011,0.23602552129083082,0.3667622449421241,0.08484848484848484,0.0,0.0,0.06282819752244873
2025-07-21,Hard,Prague,F,Marie Bouzkova,Linda Noskova,0.1501904629183477,0.12876619302358117,0.6649851211046902,0.16666666666666666,0.0,0.0,0.11902078445547214
2025-07-21,Hard,Prague,R32,Elisabetta Cocciaretto,Viktorija Golubic,0.067547309242782,0.14963707770680368,0.5491365786482842,0.1,0.0,0.0,0.10726074212523355
2025-07-21,Hard,W100 Figueira da Foz,R32,Maria Timofeeva,Teresa Franco Dias,0.0917988540987681,0.24713223662646766,0.4243087973016342,0.04791666666666666,0.0,0.0,0.06597163985819719
2025-07-21,Hard,Prague,Q1,Mai Hontama,Denisa Hindova,0.1178002459541653,0.2512402074338883,0.3408978437767921,0.08333333333333333,0.0,0.0,0.06113894564319931
2025-07-21,Hard,Prague,R16,Marie Bouzkova,Lucrezia Stefanini,0.073921766768547,0.05798369448663143,0.5844436168950397,0.08333333333333333,0.0,0.0,0.09663169201455178
2025-07-21,Hard,Washington,R32,Sofia Kenin,Hailey Baptiste,0.4408614193061078,0.027775370577162617,0.7701273187679784,0.1,0.0,1.0,0.12823178985321942
2025-07-21,Hard,Prague,SF,Marie Bouzkova,Tereza Valentova,0.0704784685363441,0.28917784469843827,0.3597898535012188,0.09999999999999999,0.0,0.0,0.06001445100587404
2025-07-21,Hard,Washington,R16,Leylah Fernandez,Jessica Pegula,0.1085677174481963,0.11523169379940446,0.6844575329176205,0.13333333333333333,0.0,0.0,0.1166690375860201
2025-07-21,Hard,Washington,Q1,Taylor Townsend,Camila Osorio,0.0873679923570338,0.02278847666458339,0.6912552253955493,0.23333333333333334,0.0,0.0,0.1432673704663852
2025-07-21,Hard,W100 Evansville,R32,Yue Yuan,Khrystyna Vozniak,0.084645855426669,0.2570661156341146,0.4003749374316397,0.06666666666666667,0.0,0.0,0.06339440595193184
2025-07-21,Hard,Washington,Q1,Kamilla Rakhimova,Varvara Lepchenko,0.1290544771477411,0.13049495197077632,0.6187510739106096,0.18333333333333335,0.0,0.0,0.12189069899926176
2025-07-21,Hard,W100 Evansville,R32,Carol Zhao,Sara Daavettila,0.1504596189318586,0.2113286999759068,0.3683783528021854,0.05666666666666667,0.0,0.0,0.064895012311367
2025-07-21,Hard,Washington,R32,Victoria Mboko,Anastasia Potapova,0.1183745920857672,0.2138575154257747,0.5857332545620666,0.0,0.0,0.0,0.10267821532799819
2025-07-21,Hard,W100 Figueira da Foz,QF,Maria Timofeeva,Lanlana Tararudee,0.1541672697801412,0.16825812992215716,0.6046125327309817,0.08680555555555555,0.0,0.0,0.11604951768376194
2025-07-21,Hard,Prague,R32,Marie Bouzkova,Xinyu Gao,0.0745336423655015,0.07695984381473464,0.5441713575104201,0.14102564102564102,0.0,0.0,0.08864420879889073
2025-07-21,Hard,Prague,Q2,Xinyu Gao,Nina Stojanovic,0.0383872953652915,0.25213062022931054,0.5367942652680227,0.12435897435897436,0.0,0.0,0.09889368069595979
2025-07-21,Hard,Washington,R32,Magda Linette,Danielle Collins,0.0846857788267393,0.057978798525156416,0.7117966715712195,0.05,0.0,0.0,0.12440567673842419
2025-07-21,Hard,Washington,R16,Maria Sakkari,Emma Navarro,0.0859710387175148,0.10003101393612301,0.5421059964850345,0.11666666666666667,0.0,1.0,0.09906591811888488
2025-07-21,Hard,Washington,R32,Naomi Osaka,Yulia Putintseva,0.1534474319404649,0.14084941372402604,0.69430364939897,0.15,0.0,0.0,0.12522505968573377
2025-07-21,Hard,Prague,QF,Tereza Valentova,Jessika Ponchet,0.0569171861583134,0.21285898040298584,0.479639261143779,0.08188405797101449,0.0,0.0,0.09274630312565572
2025-07-21,Hard,Washington,R32,Leylah Fernandez,Maya Joint,0.1059442882731588,0.036281245272441365,0.6410455370267928,0.135632183908046,0.0,0.0,0.12495899260449249
2025-07-21,Hard,Washington,F,Leylah Fernandez,Anna Kalinskaya,0.139018424748486,0.05667745640980881,0.6740030609050662,0.11666666666666667,0.0,0.0,0.12790781569424392
2025-07-21,Hard,W100 Figueira da Foz,R32,Lanlana Tararudee,Hanyu Guo,0.088309206727164,0.05917374336089376,0.6064649465255364,0.07222222222222222,0.0,0.0,0.11178572915239543
2025-07-21,Hard,Prague,QF,Linda Noskova,Katerina Siniakova,0.1065453850772946,0.12864105203403076,0.6540692760719043,0.11666666666666667,0.0,0.0,0.1159525011712088
2025-07-21,Hard,Washington,R32,Magdalena Frech,Yuliia Starodubtseva,0.0905337228969775,0.05273212879583422,0.5611623826430607,0.06818181818181818,0.0,0.0,0.10284181615179284
2025-07-21,Hard,Washington,R32,Taylor Townsend,Tatjana Maria,0.0892585353770482,0.11896477535345884,0.6507674431179434,0.13333333333333333,0.0,0.0,0.1168210098272259
2025-07-21,Hard,Washington,Q2,Taylor Townsend,Emiliana Arango,0.0456128323939237,0.026991206330262196,0.6407428045889988,0.1511494252873563,0.0,0.0,0.12599978089461358
2025-07-21,Hard,Washington,SF,Anna Kalinskaya,Emma Raducanu,0.246191153811211,0.052292328632898566,0.6121088737130621,0.13333333333333333,0.0,0.0,0.11310534535363276
2025-07-21,Hard,Washington,R16,Emma Raducanu,Naomi Osaka,0.240811586337569,0.12888136891016322,0.6593837157566214,0.15,0.0,0.0,0.12389380782855673
2025-07-21,Hard,W100 Figueira da Foz,R16,Lanlana Tararudee,Marina Bassols Ribera,0.4046567078639186,0.1913589540711983,0.5301599075624588,0.08888888888888888,0.0,0.0,0.08681204427051119
2025-07-21,Hard,Washington,QF,Elena Rybakina,Magdalena Frech,0.1795233237456114,0.21139786490130064,0.5886282250454579,0.08333333333333333,0.0,0.0,0.0902482715962288
2025-07-21,Clay,W35 Horb,R32,Astrid Lew Yan Foon,Jazmin Ortenzi,0.0547727757383887,0.29063953221265454,0.3473924913378192,0.10238095238095238,0.0,0.0,0.06165846539549028
2025-07-21,Clay,Palermo 125,R16,Francesca Jones,Oksana Selekhmeteva,0.0983466561208994,0.1553504655186595,0.5400038404703538,0.06666666666666667,0.0,0.0,0.09277131327027117
2025-07-21,Clay,W35 Horb,R32,Lea Boskovic,Sonja Zhenikhova,0.0929929890231096,0.17819341365237223,0.3836231761624999,0.1,0.0,0.0,0.06687981385884403
2025-07-21,Clay,Palermo 125,R32,Hanne Vandewinkel,Dalila Spiteri,0.0342881718898193,0.1641873773000495,0.5181787771888604,0.05505952380952381,0.0,0.0,0.0855778999670897
2025-07-21,Clay,Palermo 125,R32,Kaitlin Quevedo,Lola Radivojevic,0.0836432293568664,0.2871203897082814,0.378868010838501,0.08666666666666667,0.0,0.0,0.06695687213730349
2025-07-21,Clay,W35 Mohammedia,SF,Yasmine Kabbaj,Anastasia Zolotareva,0.0311246243706532,0.2527376534099154,0.3273748015110911,0.1,0.0,0.0,0.05942984535251401
2025-07-21,Clay,W35 Horb,R16,Tessa Johanna Brockmann,Lea Boskovic,0.0930704831858139,0.17819341365237223,0.3836231761624999,0.1,0.0,0.0,0.0669528067727968
2025-07-21,Clay,Palermo 125,Q2,Carlota Martinez Cirez,Carolina Alves,0.1228194822448441,0.09571283325932123,0.4082806832219502,0.12916666666666665,0.0,0.0,0.08395105375546949
2025-07-21,Clay,W35 Horb,QF,Tessa Johanna Brockmann,Mia Ristic,0.0584013673046818,0.23351680731055374,0.3539292388776813,0.12222222222222222,0.0,0.0,0.06559936639311409
2025-07-21,Clay,Palermo 125,QF,Francesca Jones,Panna Udvardy,0.2177855339495301,0.1263768995787461,0.5972688142420581,0.05,0.0,0.0,0.09126417140107818
2025-07-21,Clay,W35 Horb,R32,Tessa Johanna Brockmann,Kajsa Rinaldo Persson,0.0309187555368781,0.27644632040309625,0.3772936867549619,0.2095238095238095,0.0,1.0,0.06801821856572084
2025-07-21,Clay,W35 Horb,R32,Mia Ristic,Marie Vogt,0.0581130340221778,0.23351680731055374,0.3539292388776813,0.12222222222222222,0.0,0.0,0.06518965612756089
2025-07-21,Clay,Palermo 125,R32,Darja Semenistaja,Jule Niemeier,0.063520782267883,0.057309306778071334,0.5397331784222255,0.03333333333333333,0.0,0.0,0.09305579372469365
2025-07-21,Clay,W35 Horb,R16,Mia Ristic,Tina Nadine Smith,0.0581130340221778,0.23351680731055374,0.3539292388776813,0.12222222222222222,0.0,0.0,0.06518965612756089
2025-07-21,Clay,Palermo 125,R32,Kathinka Von Deichmann,Julia Riera,0.0297093138142546,0.09790616100314814,0.4993438040625619,0.038461538461538464,1.0,0.0,0.09371533554538586
2025-07-21,Clay,Palermo 125,R16,Kaitlin Quevedo,Miriam Bianca Bulgaru,0.0328108369170288,0.042196296374926945,0.4644602955259376,0.12916666666666665,0.0,1.0,0.08470877311428485
2025-07-21,Clay,W35 Horb,R32,Eva Bennemann,Ylena In Albon,0.0956980858435401,0.2698046476552315,0.3634262803147317,0.08452380952380953,0.0,0.0,0.0741013697673508
2025-07-21,Clay,W35 Mohammedia,F,Yasmine Kabbaj,Carolina Kuhl,0.0311246243706532,0.2527376534099154,0.3273748015110911,0.1,0.0,0.0,0.05942984535251401
2025-07-21,Hard,Washington,Q1,Emiliana Arango,Anastasia Zakharova,0.0529333880894895,0.0476068744839282,0.534692895958013,0.10114942528735632,0.0,0.0,0.09711176410251225
2025-07-21,Clay,Palermo 125,QF,Julia Grabher,Tamara Zidansek,0.0260520978918195,0.24829583950001344,0.5311790885613946,0.05,0.0,0.0,0.09012231782248784
2025-07-21,Clay,W35 Mohammedia,R16,Yasmine Kabbaj,Despina Papamichail,0.0414345439237739,0.14418407519261567,0.4303077533881472,0.08333333333333334,0.0,0.0,0.08347732121705574
2025-07-21,Clay,Palermo 125,R32,Panna Udvardy,Veronika Erjavec,0.084324438813215,0.11673392122263537,0.5777497578587241,0.1,0.0,0.0,0.10998101953608495
2025-07-21,Clay,W35 Mohammedia,QF,Yasmine Kabbaj,Rinko Matsuda,0.0311246243706532,0.2527376534099154,0.3273748015110911,0.1,0.0,0.0,0.05942984535251401
2025-07-21,Clay,Palermo 125,R32,Francesca Jones,Chloe Paquet,0.1356423852673459,0.17831852343945664,0.5223294521715616,0.03333333333333333,0.0,0.0,0.0759039780240854
2025-07-21,Hard,W100 Evansville,R32,Kayla Cross,Ye Xin Ma,0.0225295699256516,0.09573789724892934,0.5609561682730501,0.06212121212121212,0.0,0.0,0.10733880063738946
2025-07-21,Hard,Prague,R16,Tereza Valentova,Rebecca Sramkova,0.1414600858428084,0.23179078412787413,0.3957429535810858,0.016666666666666666,1.0,0.0,0.05923273907225123
2025-07-21,Hard,W100 Figueira da Foz,R16,Francisca Jorge,Laura Pigossi,0.0599567794041058,0.24571258242448013,0.4575978488496981,0.023809523809523808,0.0,0.0,0.0910035411286014
2025-07-21,Hard,Prague,R32,Alycia Parks,Mai Hontama,0.0840331966320311,0.0756583687416521,0.6148609392167496,0.1,0.0,0.0,0.11055665489802718
2025-07-21,Hard,Washington,Q1,Alana Smith,Polina Kudermetova,0.0589521478670963,0.2277736762909457,0.3820078097307049,0.03333333333333333,0.0,0.0,0.05959132322203219
2025-07-21,Hard,Washington,Q1,Caroline Dolehide,Cristina Bucsa,0.0654270251595415,0.06818598214722404,0.5843672280675911,0.06666666666666667,0.0,1.0,0.10908739707397246
2025-07-21,Hard,W100 Figueira da Foz,R32,Marina Bassols Ribera,Angelina Voloshchuk,0.3089100778155218,0.23658946601513403,0.3634745900183109,0.05,0.0,0.0,0.06839627787736752
2025-07-21,Hard,Prague,R32,Xin Yu Wang,Harriet Dart,0.1494928904903021,0.0182321761747386,0.6201062296499356,0.15,0.0,0.0,0.10508359362120842
2025-07-21,Hard,Washington,R32,Caroline Dolehide,Mccartney Kessler,0.0863554719735929,0.028472908271450992,0.6365289186212613,0.06666666666666667,1.0,0.0,0.10410430387103346
2025-07-21,Hard,Washington,R32,Anna Kalinskaya,Kamilla Rakhimova,0.0971838096930938,0.08597329851328916,0.6032174383420255,0.11666666666666667,0.0,0.0,0.10253046301422965
2025-07-21,Hard,Washington,R16,Taylor Townsend,Sofia Kenin,0.1579068384712586,0.045411214641701836,0.7569284965436294,0.16666666666666669,0.0,0.0,0.13697260689124469
2025-07-21,Hard,Prague,R32,Tereza Valentova,Aoi Ito,0.0870020059270471,0.28814485424971237,0.3394189840515026,0.06666666666666667,0.0,0.0,0.05759744619663202
2025-07-21,Hard,Washington,SF,Leylah Fernandez,Elena Rybakina,0.1334825613712158,0.08488214333627142,0.7165181395447913,0.15,1.0,1.0,0.1192151549825726
2025-07-21,Hard,W100 Figueira da Foz,QF,Eva Vedder,Sofia Costoulas,0.0155225086834206,0.08166155936731079,0.7249964246793857,0.05263157894736842,0.0,0.0,0.11675594299859832
2025-07-21,Hard,W100 Figueira da Foz,R16,Eva Vedder,Elena Pridankina,0.0603955492670894,0.1012753288949223,0.6683678422373532,0.08333333333333333,0.0,0.0,0.12388835282794068
2025-07-21,Hard,Washington,QF,Leylah Fernandez,Taylor Townsend,0.1082259842817708,0.03479419533756223,0.7320882351012915,0.18333333333333335,0.0,1.0,0.1354577005856424
2025-07-21,Hard,Prague,R32,Barbora Palicova,Priscilla Hon,0.0143487719625004,0.08527441957048654,0.5631449626245351,0.14871794871794872,0.0,0.0,0.11252179414141593
2025-07-21,Hard,Prague,SF,Linda Noskova,Xin Yu Wang,0.1765714325687528,0.13254710632671352,0.719817039115344,0.15,0.0,0.0,0.1278967022601586
2025-07-21,Hard,Prague,R16,Linda Noskova,Elisabetta Cocciaretto,0.1092240022226111,0.16923535242406773,0.6425707921744926,0.13333333333333333,0.0,0.0,0.1050406882036542
2025-07-21,Clay,W35 Mohammedia,R32,Yasmine Kabbaj,Lucia Llinares Domingo,0.0311246243706532,0.2527376534099154,0.3273748015110911,0.1,0.0,0.0,0.05942984535251401
2025-07-27,Hard,Montreal,R64,Clara Tauson,Lucia Bronzetti,0.1269709777755556,0.03717334602765798,0.6989489002889928,0.15,0.0,0.0,0.11882885690784946
2025-07-27,Hard,Montreal,R64,Victoria Mboko,Sofia Kenin,0.1564514657756842,0.16720093692032123,0.6710761709999647,0.06666666666666667,0.0,0.0,0.11976736519482419
2025-07-27,Hard,Montreal,R128,Aoi Ito,Katie Volynets,0.1032206595682304,0.03191469887743481,0.5525932625869482,0.11666666666666667,0.0,0.0,0.10345792455041355
2025-07-27,Hard,Montreal,R64,Elena Rybakina,Hailey Baptiste,0.3983821846138901,0.03953527171052551,0.7705745460983444,0.15,0.0,0.0,0.11766637781800857
2025-07-27,Hard,Montreal,R16,Elena Rybakina,Dayana Yastremska,0.1681287072309983,0.08189927657829954,0.6978143632554621,0.11666666666666667,0.0,0.0,0.11143621277825405
2025-07-27,Hard,Montreal,QF,Elena Rybakina,Marta Kostyuk,0.1098352003308028,0.09294978499316653,0.6921760040515615,0.11666666666666667,0.0,0.0,0.11608859420604765
2025-07-27,Hard,Montreal,R64,Jaqueline Cristian,Linda Noskova,0.1050237057586937,0.12846853884080334,0.6881869376376383,0.13333333333333333,0.0,0.0,0.11935523541605642
2025-07-27,Hard,Montreal,R32,Elina Svitolina,Anna Kalinskaya,0.1266592036868126,0.08736923685248932,0.643842612560061,0.1,0.0,0.0,0.11032929693267873
2025-07-27,Hard,Montreal,R64,Amanda Anisimova,Lulu Sun,0.0515249959139175,0.10748675945680919,0.6917503538382699,0.13333333333333333,0.0,1.0,0.10450400347374376
2025-07-27,Hard,Montreal,R32,Mccartney Kessler,Mirra Andreeva,0.0739855522051534,0.19513945904829455,0.5950735049042991,0.06666666666666667,1.0,0.0,0.0974864782670726
2025-07-27,Hard,Montreal,R128,Antonia Ruzic,Anastasia Potapova,0.0680109441231346,0.0996067572642817,0.6666938316932871,0.041666666666666664,0.0,0.0,0.12047479753968754
2025-07-27,Hard,Montreal,R128,Camila Osorio,Bernarda Pera,0.0370149686903828,0.023871611398462278,0.6691629649901132,0.16666666666666669,0.0,0.0,0.11384280593288197
2025-07-27,Hard,Montreal,SF,Naomi Osaka,Clara Tauson,0.1932904351408274,0.0785768455344813,0.7733926475164394,0.11666666666666667,0.0,1.0,0.14693435410369177
2025-07-27,Hard,Montreal,R64,Eva Lys,Anastasia Pavlyuchenkova,0.1132287760329495,0.07835761557841747,0.637966679778596,0.08333333333333333,0.0,0.0,0.10784557285162549
2025-07-27,Hard,Montreal,R64,Lin Zhu,Ekaterina Alexandrova,0.0961973951922316,0.01467500310489922,0.6956048626415291,0.06666666666666667,0.0,0.0,0.11033189885519967
2025-07-27,Hard,Montreal,R64,Jelena Ostapenko,Renata Zarazua,0.0648197874797805,0.011290383796782377,0.6186142801284269,0.11666666666666667,0.0,0.0,0.09421551633341924
2025-07-27,Hard,Montreal,R64,Veronika Kudermetova,Olga Danilovic,0.0503245348280716,0.11179531009293597,0.6555448055278937,0.08333333333333334,0.0,0.0,0.1073055557592873
2025-07-27,Hard,Montreal,R128,Hanyu Guo,Yulia Putintseva,0.0701347869260362,0.09073780505182816,0.5956032316804509,0.09999999999999999,0.0,0.0,0.10185929422842756
2025-07-27,Hard,Montreal,QF,Clara Tauson,Madison Keys,0.104731031424649,0.020553996637935223,0.7352856432205405,0.11666666666666667,0.0,0.0,0.12421082380961017
2025-07-27,Hard,Montreal,R128,Renata Zarazua,Katie Boulter,0.0563861161945307,0.051882769088873015,0.6627574239407301,0.08333333333333333,0.0,0.0,0.10205444002823152
2025-07-27,Hard,Montreal,R128,Victoria Mboko,Kimberly Birrell,0.1735866652999054,0.10803828543938743,0.679332751502526,0.06666666666666667,0.0,0.0,0.10992714618700232
2025-07-27,Hard,Montreal,R64,Emma Raducanu,Peyton Stearns,0.3181403304231998,0.08842228452627299,0.5528744163903112,0.15,0.0,0.0,0.1000230531574517
2025-07-27,Hard,Montreal,R16,Victoria Mboko,Coco Gauff,0.0960758966304039,0.08954891315903524,0.6819039991989411,0.0,0.0,0.0,0.10606433120092275
2025-07-27,Hard,Montreal,R128,Maya Joint,Leylah Fernandez,0.1041983326407426,0.036281245272441365,0.6410455370267928,0.16666666666666669,0.0,0.0,0.12285916025276813
2025-07-27,Hard,Montreal,R32,Clara Tauson,Yuliia Starodubtseva,0.0838483310459147,0.09991871572892219,0.6421795420480986,0.12666666666666665,0.0,0.0,0.10640500559906052
2025-07-27,Hard,Montreal,R64,Elina Svitolina,Kamilla Rakhimova,0.0660405707496264,0.17552396181886964,0.5608427680175151,0.1,0.0,0.0,0.0862097309752708
2025-07-27,Hard,Montreal,R128,Lin Zhu,Varvara Gracheva,0.0370618109770008,0.12327976351672087,0.594621004829381,0.06666666666666667,0.0,1.0,0.10958893463058693
2025-07-27,Hard,Montreal,R32,Naomi Osaka,Jelena Ostapenko,0.1593277476059905,0.1596333073469367,0.65054549753779,0.08333333333333334,0.0,0.0,0.11925089199105168
2025-07-27,Hard,Montreal,R64,Suzan Lamens,Beatriz Haddad Maia,0.0718979646412994,0.1565146174980827,0.5349655421081425,0.06666666666666667,0.0,0.0,0.0977678165656132
2025-07-27,Hard,Montreal,SF,Victoria Mboko,Elena Rybakina,0.1442377473952711,0.09517116768784284,0.7188310894203662,0.08333333333333333,0.0,0.0,0.12658347904404926
2025-07-27,Hard,Montreal,R16,Jessica Bouzas Maneiro,Lin Zhu,0.0669304683868371,0.18935061424357336,0.5099207904469495,0.03518518518518518,0.0,0.0,0.09452312842593934
2025-07-27,Hard,Montreal,R128,Maria Sakkari,Carson Branstine,0.0510862480809945,0.20159574303197564,0.3976692943308922,0.09999999999999999,0.0,0.0,0.06284881857458005
2025-07-27,Hard,Montreal,R64,Madison Keys,Laura Siegemund,0.0801244853417975,0.15082478300752045,0.5766674514263121,0.08333333333333334,0.0,0.0,0.08943124526852728
2025-07-27,Hard,Montreal,R64,Aoi Ito,Jasmine Paolini,0.0897272678403907,0.03212731119954504,0.613483935777362,0.05,0.0,0.0,0.09523767283749242
2025-07-27,Hard,Montreal,R64,Anna Kalinskaya,Elise Mertens,0.0863019675573608,0.17825475609938368,0.6339054303266054,0.1,0.0,1.0,0.11613180720539773
2025-07-27,Hard,Montreal,R128,Jaqueline Cristian,Marina Stakusic,0.0544856773136019,0.11449207200511147,0.5737682932812902,0.10263157894736842,0.0,0.0,0.09529983966250626
2025-07-27,Hard,Montreal,R16,Clara Tauson,Iga Swiatek,0.2045021192456351,0.12991470739505995,0.6745588523349273,0.08333333333333333,1.0,0.0,0.10102903682410425
2025-07-27,Hard,Montreal,R128,Anna Blinkova,Caroline Dolehide,0.1124265777111525,0.040234614528533275,0.6001178881907848,0.1,0.0,0.0,0.11236947500643278
2025-07-27,Hard,Montreal,R32,Amanda Anisimova,Emma Raducanu,0.1518593794963324,0.02062894960352668,0.6373273597243061,0.11666666666666667,0.0,0.0,0.11831573791423948
