event_id,match_date,player_a,player_b,short_a,short_b,winner_side,winner_name,loser_name,score,round,sets_a,sets_b,set1_games,tournament,surface,slug
0I4Mik3S,2026-02-02,Huergo Nicole Fossa,Miho Kuramochi,Fossa Huergo N.,Kuramochi M.,B,Miho Kuramochi,Huergo Nicole Fossa,4-6 3-6,R32,"[4, 3]","[6, 6]",10,Mumbai,Hard,mumbai
Cd6xYPsS,2026-02-02,Ankita Raina,Misaki Matsuda,Raina A.,Matsuda M.,B,Misaki Matsuda,Ankita Raina,4-6 0-6,R32,"[4, 0]","[6, 6]",10,Mumbai,Hard,mumbai
zLhfIzXq,2026-02-02,Polina Iatcenko,Mei Yamaguchi,Iatcenko P.,Yamaguchi M.,B,Mei Yamaguchi,Polina Iatcenko,7-5 3-6 3-6,R32,"[7, 3, 3]","[5, 6, 6]",12,Mumbai,Hard,mumbai
pfj2BSJa,2026-02-02,Mananchaya Sawangkaew,Viktoria Morvayova,Sawangkaew M.,Morvayova V.,A,Mananchaya Sawangkaew,Viktoria Morvayova,6-2 6-1,R32,"[6, 6]","[2, 1]",8,Mumbai,Hard,mumbai
SYokMqYH,2026-02-02,Mai Hontama,Ibragimova Alevtina,Hontama M.,Ibragimova A.,A,Mai Hontama,Ibragimova Alevtina,6-1 6-4,R32,"[6, 6]","[1, 4]",7,Mumbai,Hard,mumbai
GvOKsrsC,2026-02-01,Yasmine Kabbaj,Kristiana Sidorova,Kabbaj Y.,Sidorova K.,B,Kristiana Sidorova,Yasmine Kabbaj,4-6 2-6,F,"[4, 2]","[6, 6]",10,Mumbai,Hard,mumbai
O0wagZtH,2026-02-01,Peangtarn Plipuech,Ankita Raina,Plipuech P.,Raina A.,A,Peangtarn Plipuech,Ankita Raina,6-2 1-6 6-4,F,"[6, 1, 6]","[2, 6, 4]",8,Mumbai,Hard,mumbai
StSl2f65,2026-02-01,Huergo Nicole Fossa,Misaki Matsuda,Fossa Huergo N.,Matsuda M.,B,Misaki Matsuda,Huergo Nicole Fossa,5-7 4-6,F,"[5, 4]","[7, 6]",12,Mumbai,Hard,mumbai
YwVd0YzI,2026-02-01,Zuzanna Pawlikowska,Anastasia Kulikova,Pawlikowska Z.,Kulikova A.,A,Zuzanna Pawlikowska,Anastasia Kulikova,6-3 4-6 7-6,F,"[6, 4, 7]","[3, 6, 6]",9,Mumbai,Hard,mumbai
n9FUCsCT,2026-01-31,Akanksha Dileep Nitture,Ankita Raina,Nitture A. D.,Raina A.,B,Ankita Raina,Akanksha Dileep Nitture,2-6 1-6,SF,"[2, 1]","[6, 6]",8,Mumbai,Hard,mumbai
nH3Lfrjo,2026-01-31,Yasmine Kabbaj,Sonal Patil,Kabbaj Y.,Patil S.,A,Yasmine Kabbaj,Sonal Patil,6-0 6-2,SF,"[6, 6]","[0, 2]",6,Mumbai,Hard,mumbai
f1cNE3sH,2026-01-31,Yaroslava Bartashevich,Peangtarn Plipuech,Bartashevich Y.,Plipuech P.,B,Peangtarn Plipuech,Yaroslava Bartashevich,2-6 6-3 2-6,SF,"[2, 6, 2]","[6, 3, 6]",8,Mumbai,Hard,mumbai
4UJs2QcB,2026-01-31,Huergo Nicole Fossa,Hiroko Kuwata,Fossa Huergo N.,Kuwata H.,A,Huergo Nicole Fossa,Hiroko Kuwata,6-2 6-1,SF,"[6, 6]","[2, 1]",8,Mumbai,Hard,mumbai
ENe7Iorh,2026-01-31,Zuzanna Pawlikowska,Parthsarthi Arun Mundhe,Pawlikowska Z.,Mundhe P. A.,A,Zuzanna Pawlikowska,Parthsarthi Arun Mundhe,6-7 6-2 6-3,SF,"[6, 6, 6]","[7, 2, 3]",13,Mumbai,Hard,mumbai
xrIk04SN,2026-01-31,Saumya Vig,Misaki Matsuda,Vig S.,Matsuda M.,B,Misaki Matsuda,Saumya Vig,0-6 1-6,SF,"[0, 1]","[6, 6]",6,Mumbai,Hard,mumbai
nyfFGPC4,2026-01-31,Zeel Desai,Kristiana Sidorova,Desai Z.,Sidorova K.,B,Kristiana Sidorova,Zeel Desai,2-6 0-6,SF,"[2, 0]","[6, 6]",8,Mumbai,Hard,mumbai
CEupFXhc,2026-01-31,Naoko Eto,Anastasia Kulikova,Eto N.,Kulikova A.,B,Anastasia Kulikova,Naoko Eto,0-6 0-6,SF,"[0, 0]","[6, 6]",6,Mumbai,Hard,mumbai
drgyWEoC,2026-04-19,Maja Chwalinska,Sinja Kraus,Chwalinska M.,Kraus S.,A,Maja Chwalinska,Sinja Kraus,6-1 6-3,F,"[6, 6]","[1, 3]",7,Oeiras,Hard,oeiras
OhcTSeNF,2026-04-18,Maja Chwalinska,Robin Montgomery,Chwalinska M.,Montgomery R.,A,Maja Chwalinska,Robin Montgomery,6-2 6-0,SF,"[6, 6]","[2, 0]",8,Oeiras,Hard,oeiras
OY6Z6E0d,2026-04-18,Marcinko Petra,Sinja Kraus,Marcinko P.,Kraus S.,B,Sinja Kraus,Marcinko Petra,4-6 6-1 4-6,SF,"[4, 6, 4]","[6, 1, 6]",10,Oeiras,Hard,oeiras
63PnUVbl,2026-04-17,Maja Chwalinska,Simona Waltert,Chwalinska M.,Waltert S.,A,Maja Chwalinska,Simona Waltert,6-1 6-0,QF,"[6, 6]","[1, 0]",7,Oeiras,Hard,oeiras
AXJiV4iA,2026-04-17,Suzan Lamens,Robin Montgomery,Lamens S.,Montgomery R.,B,Robin Montgomery,Suzan Lamens,4-6 6-3 4-6,QF,"[4, 6, 4]","[6, 3, 6]",10,Oeiras,Hard,oeiras
UX2g1E3l,2026-04-17,Darja Semenistaja,Sinja Kraus,Semenistaja D.,Kraus S.,B,Sinja Kraus,Darja Semenistaja,3-6 2-6,QF,"[3, 2]","[6, 6]",9,Oeiras,Hard,oeiras
GC3S9UUG,2026-04-17,Rebecca Sramkova,Marcinko Petra,Sramkova R.,Marcinko P.,B,Marcinko Petra,Rebecca Sramkova,6-7 7-5 3-6,QF,"[6, 7, 3]","[7, 5, 6]",13,Oeiras,Hard,oeiras
veOxMQE7,2026-04-16,Maia Beatriz Haddad,Maja Chwalinska,Haddad Maia B.,Chwalinska M.,B,Maja Chwalinska,Maia Beatriz Haddad,0-6 4-6,R16,"[0, 4]","[6, 6]",6,Oeiras,Hard,oeiras
biFzoUgD,2026-04-16,Whitney Osuigwe,Sinja Kraus,Osuigwe W.,Kraus S.,B,Sinja Kraus,Whitney Osuigwe,6-2 3-6 1-6,R16,"[6, 3, 1]","[2, 6, 6]",8,Oeiras,Hard,oeiras
zLxdRLjm,2026-04-16,Darja Semenistaja,Tessa Johanna Brockmann,Semenistaja D.,Brockmann T. J.,A,Darja Semenistaja,Tessa Johanna Brockmann,6-4 6-3,R16,"[6, 6]","[4, 3]",10,Oeiras,Hard,oeiras
IZhfD7CU,2026-04-16,Rebeka Masarova,Simona Waltert,Masarova R.,Waltert S.,B,Simona Waltert,Rebeka Masarova,3-6 6-4 2-6,R16,"[3, 6, 2]","[6, 4, 6]",9,Oeiras,Hard,oeiras
AcDkHOaS,2026-04-15,Greetje Minnen,Marcinko Petra,Minnen G.,Marcinko P.,B,Marcinko Petra,Greetje Minnen,2-6 4-6,R16,"[2, 4]","[6, 6]",8,Oeiras,Hard,oeiras
6RXyT7JE,2026-04-15,Anouk Koevermans,Robin Montgomery,Koevermans A.,Montgomery R.,B,Robin Montgomery,Anouk Koevermans,4-6 6-7,R16,"[4, 6]","[6, 7]",10,Oeiras,Hard,oeiras
Q5qAiN87,2026-04-15,Carol Youngsuh Lee,Suzan Lamens,Lee C. Y.,Lamens S.,B,Suzan Lamens,Carol Youngsuh Lee,6-7 3-6,R16,"[6, 3]","[7, 6]",13,Oeiras,Hard,oeiras
0K5xKWdk,2026-04-15,Veronika Erjavec,Rebecca Sramkova,Erjavec V.,Sramkova R.,B,Rebecca Sramkova,Veronika Erjavec,5-7 1-6,R16,"[5, 1]","[7, 6]",12,Oeiras,Hard,oeiras
jH6MBO86,2026-04-14,Katarzyna Kawa,Simona Waltert,Kawa K.,Waltert S.,B,Simona Waltert,Katarzyna Kawa,1-6 1-6,R32,"[1, 1]","[6, 6]",7,Oeiras,Hard,oeiras
WxgOz7s1,2026-04-14,Rebeka Masarova,Elena Ruxandra Bertea,Masarova R.,Bertea E. R.,A,Rebeka Masarova,Elena Ruxandra Bertea,6-3 6-2,R32,"[6, 6]","[3, 2]",9,Oeiras,Hard,oeiras
4vcGX5VP,2026-04-14,Darja Semenistaja,Leolia Jeanjean,Semenistaja D.,Jeanjean L.,A,Darja Semenistaja,Leolia Jeanjean,3-6 6-4 6-4,R32,"[3, 6, 6]","[6, 4, 4]",9,Oeiras,Hard,oeiras
4bqZx175,2026-04-14,Maja Chwalinska,Kaitlin Quevedo,Chwalinska M.,Quevedo K.,A,Maja Chwalinska,Kaitlin Quevedo,3-6 6-2 6-4,R32,"[3, 6, 6]","[6, 2, 4]",9,Oeiras,Hard,oeiras
EDMtt2Jt,2026-04-14,Tessa Johanna Brockmann,Kristina Mladenovic,Brockmann T. J.,Mladenovic K.,A,Tessa Johanna Brockmann,Kristina Mladenovic,6-2 6-2,R32,"[6, 6]","[2, 2]",8,Oeiras,Hard,oeiras
jFssyuxI,2026-04-14,Maia Beatriz Haddad,Francisca Jorge,Haddad Maia B.,Jorge F.,A,Maia Beatriz Haddad,Francisca Jorge,6-4 7-6,R32,"[6, 7]","[4, 6]",10,Oeiras,Hard,oeiras
8znfQNNa,2026-04-14,Whitney Osuigwe,Darja Vidmanova,Osuigwe W.,Vidmanova D.,A,Whitney Osuigwe,Darja Vidmanova,2-6 6-4 6-2,R32,"[2, 6, 6]","[6, 4, 2]",8,Oeiras,Hard,oeiras
OpBVYpCD,2026-04-14,Greetje Minnen,Peeters Anouck Vrancken,Minnen G.,Vrancken Peeters A.,A,Greetje Minnen,Peeters Anouck Vrancken,6-3 6-2,R32,"[6, 6]","[3, 2]",9,Oeiras,Hard,oeiras
Ye29MuNO,2026-04-14,Veronika Erjavec,Milana Ivantsiv,Erjavec V.,Ivantsiv M.,A,Veronika Erjavec,Milana Ivantsiv,6-0 6-0,R32,"[6, 6]","[0, 0]",6,Oeiras,Hard,oeiras
OKsJtq8t,2026-04-14,Anouk Koevermans,Matilde Jorge,Koevermans A.,Jorge M.,A,Anouk Koevermans,Matilde Jorge,6-1 7-5,R32,"[6, 7]","[1, 5]",7,Oeiras,Hard,oeiras
MwQlvtlg,2026-04-14,Moyuka Uchijima,Carol Youngsuh Lee,Uchijima M.,Lee C. Y.,B,Carol Youngsuh Lee,Moyuka Uchijima,4-6 4-6,R32,"[4, 4]","[6, 6]",10,Oeiras,Hard,oeiras
xY4U92wJ,2026-04-13,Sinja Kraus,Oksana Selekhmeteva,Kraus S.,Selekhmeteva O.,A,Sinja Kraus,Oksana Selekhmeteva,6-4 4-6 6-3,R32,"[6, 4, 6]","[4, 6, 3]",10,Oeiras,Hard,oeiras
0ArnSqgm,2026-04-13,Lola Radivojevic,Rebecca Sramkova,Radivojevic L.,Sramkova R.,B,Rebecca Sramkova,Lola Radivojevic,6-2 4-6 3-6,R32,"[6, 4, 3]","[2, 6, 6]",8,Oeiras,Hard,oeiras
I38EDpvf,2026-04-13,Robin Montgomery,Mayar Sherif,Montgomery R.,Sherif M.,A,Robin Montgomery,Mayar Sherif,3-6 7-5 7-6,R32,"[3, 7, 7]","[6, 5, 6]",9,Oeiras,Hard,oeiras
WpoRvNxg,2026-04-13,Suzan Lamens,Teodora Kostovic,Lamens S.,Kostovic T.,A,Suzan Lamens,Teodora Kostovic,6-1 7-6,R32,"[6, 7]","[1, 6]",7,Oeiras,Hard,oeiras
xOZjjQaC,2026-04-13,Gabriela Lee,Tessa Johanna Brockmann,Lee G.,Brockmann T. J.,B,Tessa Johanna Brockmann,Gabriela Lee,2-6 5-7,F,"[2, 5]","[6, 7]",8,Oeiras,Hard,oeiras
0r41O1hC,2026-04-13,Nuria Brancaccio,Marcinko Petra,Brancaccio N.,Marcinko P.,B,Marcinko Petra,Nuria Brancaccio,5-7 1-6,R32,"[5, 1]","[7, 6]",12,Oeiras,Hard,oeiras
r9pZsmk2,2026-04-13,Ekaterine Gorgodze,Elena Ruxandra Bertea,Gorgodze E.,Bertea E. R.,B,Elena Ruxandra Bertea,Ekaterine Gorgodze,5-6,F,[5],[6],11,Oeiras,Hard,oeiras
U5CrYd3m,2026-04-13,Carol Youngsuh Lee,Mia Ristic,Lee C. Y.,Ristic M.,A,Carol Youngsuh Lee,Mia Ristic,7-6 7-5,F,"[7, 7]","[6, 5]",13,Oeiras,Hard,oeiras
tpItfas4,2026-04-13,Jil Teichmann,Peeters Anouck Vrancken,Teichmann J.,Vrancken Peeters A.,B,Peeters Anouck Vrancken,Jil Teichmann,4-6 4-6,F,"[4, 4]","[6, 6]",10,Oeiras,Hard,oeiras
lGYmPPzo,2026-04-12,Analu Freitas,Tessa Johanna Brockmann,Freitas A.,Brockmann T. J.,B,Tessa Johanna Brockmann,Analu Freitas,0-6 0-6,SF,"[0, 0]","[6, 6]",6,Oeiras,Hard,oeiras
A388qfMa,2026-04-12,Barbora Palicova,Gabriela Lee,Palicova B.,Lee G.,B,Gabriela Lee,Barbora Palicova,2-6 6-0 3-6,SF,"[2, 6, 3]","[6, 0, 6]",8,Oeiras,Hard,oeiras
GMQZnTSi,2026-04-12,Elena Ruxandra Bertea,Alisa Oktiabreva,Bertea E. R.,Oktiabreva A.,A,Elena Ruxandra Bertea,Alisa Oktiabreva,7-6 2-6 6-4,SF,"[7, 2, 6]","[6, 6, 4]",13,Oeiras,Hard,oeiras
ITBGsYjC,2026-04-12,Jil Teichmann,Amarissa Kiara Toth,Teichmann J.,Toth A. K.,A,Jil Teichmann,Amarissa Kiara Toth,6-2 6-4,SF,"[6, 6]","[2, 4]",8,Oeiras,Hard,oeiras
OnA0oGim,2026-04-12,Ekaterine Gorgodze,Angelina Voloshchuk,Gorgodze E.,Voloshchuk A.,A,Ekaterine Gorgodze,Angelina Voloshchuk,6-2 6-4,SF,"[6, 6]","[2, 4]",8,Oeiras,Hard,oeiras
8Urso7c4,2026-04-12,Lea Boskovic,Mia Ristic,Boskovic L.,Ristic M.,B,Mia Ristic,Lea Boskovic,2-6 3-6,SF,"[2, 3]","[6, 6]",8,Oeiras,Hard,oeiras
SGOUjxUP,2026-04-12,Carol Youngsuh Lee,Amorim Gabriela Agra,Lee C. Y.,Amorim G.,A,Carol Youngsuh Lee,Amorim Gabriela Agra,6-1 6-2,SF,"[6, 6]","[1, 2]",7,Oeiras,Hard,oeiras
0AWrTYyJ,2026-04-12,Peeters Anouck Vrancken,Caroline Werner,Vrancken Peeters A.,Werner C.,A,Peeters Anouck Vrancken,Caroline Werner,7-5 7-5,SF,"[7, 7]","[5, 5]",12,Oeiras,Hard,oeiras
tKOr4CtB,2026-02-22,Hanyu Guo,Alina Charaeva,Guo H.,Charaeva A.,B,Alina Charaeva,Hanyu Guo,4-6 6-7,F,"[4, 6]","[6, 7]",10,Midland,Hard,midland
6mqVVxLM,2026-02-22,Alina Charaeva,Darja Vidmanova,Charaeva A.,Vidmanova D.,A,Alina Charaeva,Darja Vidmanova,3-6 6-3 6-4,SF,"[3, 6, 6]","[6, 3, 4]",9,Midland,Hard,midland
0QOmY58s,2026-02-21,Mary Stoiana,Hanyu Guo,Stoiana M.,Guo H.,B,Hanyu Guo,Mary Stoiana,6-7 7-6 5-7,SF,"[6, 7, 5]","[7, 6, 7]",13,Midland,Hard,midland
M7wQopM5,2026-02-21,Elvina Kalieva,Hanyu Guo,Kalieva E.,Guo H.,B,Hanyu Guo,Elvina Kalieva,2-6 6-2 6-7,QF,"[2, 6, 6]","[6, 2, 7]",8,Midland,Hard,midland
tO88ZFRr,2026-02-20,Katherine Sebov,Mary Stoiana,Sebov K.,Stoiana M.,B,Mary Stoiana,Katherine Sebov,3-6 4-6,QF,"[3, 4]","[6, 6]",9,Midland,Hard,midland
2T73STkl,2026-02-20,Alina Charaeva,Nao Hibino,Charaeva A.,Hibino N.,A,Alina Charaeva,Nao Hibino,7-6 6-3,QF,"[7, 6]","[6, 3]",13,Midland,Hard,midland
l8YfiyCk,2026-02-20,Anna Frey,Darja Vidmanova,Frey A.,Vidmanova D.,B,Darja Vidmanova,Anna Frey,2-6 2-6,QF,"[2, 2]","[6, 6]",8,Midland,Hard,midland
WfpXJl7t,2026-02-20,Elvina Kalieva,Sakura Hosogi,Kalieva E.,Hosogi S.,A,Elvina Kalieva,Sakura Hosogi,6-2 6-2,R16,"[6, 6]","[2, 2]",8,Midland,Hard,midland
KxlIXVKt,2026-02-19,Katarina Jokic,Hanyu Guo,Jokic K.,Guo H.,B,Hanyu Guo,Katarina Jokic,1-6 0-1,R16,"[1, 0]","[6, 1]",7,Midland,Hard,midland
rFg1pOMH,2026-02-19,Nao Hibino,Whitney Osuigwe,Hibino N.,Osuigwe W.,A,Nao Hibino,Whitney Osuigwe,6-2 6-4,R16,"[6, 6]","[2, 4]",8,Midland,Hard,midland
6wfASuYF,2026-02-19,Gabriela Lee,Darja Vidmanova,Lee G.,Vidmanova D.,B,Darja Vidmanova,Gabriela Lee,2-6 2-6,R16,"[2, 2]","[6, 6]",8,Midland,Hard,midland
ID7KhC8s,2026-02-19,Anna Frey,Kayla Day,Frey A.,Day K.,A,Anna Frey,Kayla Day,6-4 3-6 6-3,R16,"[6, 3, 6]","[4, 6, 3]",10,Midland,Hard,midland
QJOctkCC,2026-02-18,Alina Charaeva,Xiaodi You,Charaeva A.,You X.,A,Alina Charaeva,Xiaodi You,6-4 7-6,R16,"[6, 7]","[4, 6]",10,Midland,Hard,midland
Yq0jb9Pa,2026-02-18,Madison Brengle,Mary Stoiana,Brengle M.,Stoiana M.,B,Mary Stoiana,Madison Brengle,2-6 2-6,R16,"[2, 2]","[6, 6]",8,Midland,Hard,midland
KKvBmQcC,2026-02-18,Katherine Sebov,Kayla Cross,Sebov K.,Cross K.,A,Katherine Sebov,Kayla Cross,6-2 6-2,R16,"[6, 6]","[2, 2]",8,Midland,Hard,midland
Yy6Uu7mg,2026-02-18,Carolyn Ansari,Nao Hibino,Ansari C.,Hibino N.,B,Nao Hibino,Carolyn Ansari,2-6 7-5 4-6,R32,"[2, 7, 4]","[6, 5, 6]",8,Midland,Hard,midland
t29xvoI5,2026-02-18,Kanon Sawashiro,Darja Vidmanova,Sawashiro K.,Vidmanova D.,B,Darja Vidmanova,Kanon Sawashiro,2-6 1-6,R32,"[2, 1]","[6, 6]",8,Midland,Hard,midland
Ao7DcNGb,2026-02-18,Sakura Hosogi,Claire Liu,Hosogi S.,Liu C.,A,Sakura Hosogi,Claire Liu,3-6 6-1 6-3,R32,"[3, 6, 6]","[6, 1, 3]",9,Midland,Hard,midland
h4eOPfce,2026-02-18,Elizabeth Coleman,Kayla Day,Coleman E.,Day K.,B,Kayla Day,Elizabeth Coleman,4-6 2-6,R32,"[4, 2]","[6, 6]",10,Midland,Hard,midland
42P4Po3C,2026-02-17,Hanyu Guo,Louisa Chirico,Guo H.,Chirico L.,A,Hanyu Guo,Louisa Chirico,3-6 6-4 6-2,R32,"[3, 6, 6]","[6, 4, 2]",9,Midland,Hard,midland
QB2MsTIt,2026-02-17,Elvina Kalieva,Anna Sinclair Rogers,Kalieva E.,Rogers A. S.,A,Elvina Kalieva,Anna Sinclair Rogers,6-4 6-2,R32,"[6, 6]","[4, 2]",10,Midland,Hard,midland
IPeHoxKE,2026-02-17,Cadence Brace,Kayla Cross,Brace C.,Cross K.,B,Kayla Cross,Cadence Brace,4-6 7-5 4-6,R32,"[4, 7, 4]","[6, 5, 6]",10,Midland,Hard,midland
dxMdR7Ya,2026-02-17,Katarina Jokic,Elizabeth Jones,Jokic K.,Jones E.,A,Katarina Jokic,Elizabeth Jones,6-4 2-6 6-2,R32,"[6, 2, 6]","[4, 6, 2]",10,Midland,Hard,midland
ra5Le1oB,2026-02-17,Gabriela Lee,Lea Ma,Lee G.,Ma L.,A,Gabriela Lee,Lea Ma,6-2 6-3,R32,"[6, 6]","[2, 3]",8,Midland,Hard,midland
Iwk6aqnn,2026-02-17,Alina Charaeva,Shilin Xu,Charaeva A.,Xu S.,A,Alina Charaeva,Shilin Xu,6-0 6-4,R32,"[6, 6]","[0, 4]",6,Midland,Hard,midland
SE9dut1U,2026-02-17,Dalayna Hewitt,Whitney Osuigwe,Hewitt D.,Osuigwe W.,B,Whitney Osuigwe,Dalayna Hewitt,4-6 3-6,R32,"[4, 3]","[6, 6]",10,Midland,Hard,midland
EF7pxPnI,2026-02-16,Lia Karatancheva,Xiaodi You,Karatancheva L.,You X.,B,Xiaodi You,Lia Karatancheva,2-6 3-6,R32,"[2, 3]","[6, 6]",8,Midland,Hard,midland
OONlTT3m,2026-02-16,Ashlyn Krueger,Katherine Sebov,Krueger A.,Sebov K.,B,Katherine Sebov,Ashlyn Krueger,5-7 6-2 5-7,R32,"[5, 6, 5]","[7, 2, 7]",12,Midland,Hard,midland
QHgWNYR7,2026-02-16,Elizabeth Mandlik,Anna Frey,Mandlik E.,Frey A.,B,Anna Frey,Elizabeth Mandlik,5-7 2-6,R32,"[5, 2]","[7, 6]",12,Midland,Hard,midland
pvhGRGSr,2026-02-16,Hanna Chang,Mary Stoiana,Chang H.,Stoiana M.,B,Mary Stoiana,Hanna Chang,6-3 6-7 2-6,R32,"[6, 6, 2]","[3, 7, 6]",9,Midland,Hard,midland
AaSCNPXO,2026-02-16,Madison Brengle,Katrina Scott,Brengle M.,Scott K.,A,Madison Brengle,Katrina Scott,6-3 6-2,R32,"[6, 6]","[3, 2]",9,Midland,Hard,midland
SG4wVKJl,2026-02-16,Dominguez Sofia Elena Cabezas,Dalayna Hewitt,Cabezas Dominguez E.,Hewitt D.,B,Dalayna Hewitt,Dominguez Sofia Elena Cabezas,2-6 5-7,F,"[2, 5]","[6, 7]",8,Midland,Hard,midland
vFGyd9u2,2026-02-16,Victoria Hu,Shilin Xu,Hu V.,Xu S.,B,Shilin Xu,Victoria Hu,4-6 6-1 2-6,F,"[4, 6, 2]","[6, 1, 6]",10,Midland,Hard,midland
S6eaRTaU,2026-02-16,Sakura Hosogi,Alana Smith,Hosogi S.,Smith A.,A,Sakura Hosogi,Alana Smith,6-4 5-7 6-3,F,"[6, 5, 6]","[4, 7, 3]",10,Midland,Hard,midland
lCbTOkdM,2026-02-16,Lea Ma,Sara Daavettila,Ma L.,Daavettila S.,A,Lea Ma,Sara Daavettila,6-2 7-6,F,"[6, 7]","[2, 6]",8,Midland,Hard,midland
C8MCIwjS,2026-02-15,Shilin Xu,Mariia Tkacheva,Xu S.,Tkacheva M.,A,Shilin Xu,Mariia Tkacheva,6-3 3-6 6-3,SF,"[6, 3, 6]","[3, 6, 3]",9,Midland,Hard,midland
tr3xZbz9,2026-02-15,Victoria Hu,Mary Lewis,Hu V.,Lewis M.,A,Victoria Hu,Mary Lewis,6-1 6-4,SF,"[6, 6]","[1, 4]",7,Midland,Hard,midland
I7U20vUq,2026-02-15,Taborda Martina Capurro,Dominguez Sofia Elena Cabezas,Capurro Taborda M.,Cabezas Dominguez E.,B,Dominguez Sofia Elena Cabezas,Taborda Martina Capurro,1-6 6-3 4-6,SF,"[1, 6, 4]","[6, 3, 6]",7,Midland,Hard,midland
8v8rDHDk,2026-02-15,Dalayna Hewitt,Valeriya Strakhova,Hewitt D.,Strakhova V.,A,Dalayna Hewitt,Valeriya Strakhova,6-4 6-4,SF,"[6, 6]","[4, 4]",10,Midland,Hard,midland
IRKdMLj3,2026-02-15,Lea Ma,Jamie Loeb,Ma L.,Loeb J.,A,Lea Ma,Jamie Loeb,6-2 6-2,SF,"[6, 6]","[2, 2]",8,Midland,Hard,midland
G4BjBer2,2026-02-15,Savannah Matuszewski,Sara Daavettila,Matuszewski S.,Daavettila S.,B,Sara Daavettila,Savannah Matuszewski,0-6 1-6,SF,"[0, 1]","[6, 6]",6,Midland,Hard,midland
4rJ4KaLF,2026-02-15,Sakura Hosogi,Carson Tanguilig,Hosogi S.,Tanguilig C.,A,Sakura Hosogi,Carson Tanguilig,4-6 6-2 6-0,SF,"[4, 6, 6]","[6, 2, 0]",10,Midland,Hard,midland
QXXAbIbd,2026-02-15,Ellie Schoppe,Alana Smith,Schoppe E.,Smith A.,B,Alana Smith,Ellie Schoppe,4-6 6-7,SF,"[4, 6]","[6, 7]",10,Midland,Hard,midland
hrYVAFKs,2026-03-01,Moyuka Uchijima,Anhelina Kalinina,Uchijima M.,Kalinina A.,A,Moyuka Uchijima,Anhelina Kalinina,7-5 7-5,F,"[7, 7]","[5, 5]",12,Antalya,Clay,antalya
W0kaqYLs,2026-02-28,Veronika Erjavec,Anhelina Kalinina,Erjavec V.,Kalinina A.,B,Anhelina Kalinina,Veronika Erjavec,3-6 1-6,SF,"[3, 1]","[6, 6]",9,Antalya,Clay,antalya
htm7nprK,2026-02-28,Mayar Sherif,Moyuka Uchijima,Sherif M.,Uchijima M.,B,Moyuka Uchijima,Mayar Sherif,6-4 5-7 5-7,SF,"[6, 5, 5]","[4, 7, 7]",10,Antalya,Clay,antalya
xUdZuS75,2026-02-27,Amarissa Kiara Toth,Mayar Sherif,Toth A. K.,Sherif M.,B,Mayar Sherif,Amarissa Kiara Toth,6-4 4-6 4-6,QF,"[6, 4, 4]","[4, 6, 6]",10,Antalya,Clay,antalya
jq5AsB8T,2026-02-27,Veronika Erjavec,Nuria Brancaccio,Erjavec V.,Brancaccio N.,A,Veronika Erjavec,Nuria Brancaccio,7-6 0-6 6-2,QF,"[7, 0, 6]","[6, 6, 2]",13,Antalya,Clay,antalya
4MF1vodK,2026-02-27,Moyuka Uchijima,Despina Papamichail,Uchijima M.,Papamichail D.,A,Moyuka Uchijima,Despina Papamichail,6-2 6-3,QF,"[6, 6]","[2, 3]",8,Antalya,Clay,antalya
xpcNPOzi,2026-02-27,Ekaterine Gorgodze,Anhelina Kalinina,Gorgodze E.,Kalinina A.,B,Anhelina Kalinina,Ekaterine Gorgodze,4-6 1-6,QF,"[4, 1]","[6, 6]",10,Antalya,Clay,antalya
OQtHWd9m,2026-02-26,Anhelina Kalinina,Katarina Zavatska,Kalinina A.,Zavatska K.,A,Anhelina Kalinina,Katarina Zavatska,6-1 6-2,R16,"[6, 6]","[1, 2]",7,Antalya,Clay,antalya
t8jmL5M9,2026-02-26,Oleksandra Oliynykova,Amarissa Kiara Toth,Oliynykova O.,Toth A. K.,B,Amarissa Kiara Toth,Oleksandra Oliynykova,6-1 4-6 2-6,R16,"[6, 4, 2]","[1, 6, 6]",7,Antalya,Clay,antalya
d2LModkt,2026-02-26,Anastasia Zolotareva,Mayar Sherif,Zolotareva A.,Sherif M.,B,Mayar Sherif,Anastasia Zolotareva,4-6 2-6,R16,"[4, 2]","[6, 6]",10,Antalya,Clay,antalya
UFm0bDCd,2026-02-26,Selena Janicijevic,Ekaterine Gorgodze,Janicijevic S.,Gorgodze E.,B,Ekaterine Gorgodze,Selena Janicijevic,3-6 3-6,R16,"[3, 3]","[6, 6]",9,Antalya,Clay,antalya
MPYgc46E,2026-02-26,Iryna Shymanovich,Despina Papamichail,Shymanovich I.,Papamichail D.,B,Despina Papamichail,Iryna Shymanovich,6-3 2-6 1-6,R16,"[6, 2, 1]","[3, 6, 6]",9,Antalya,Clay,antalya
rwCpUpLU,2026-02-26,Moyuka Uchijima,Anastasia Gasanova,Uchijima M.,Gasanova A.,A,Moyuka Uchijima,Anastasia Gasanova,6-3 6-2,R16,"[6, 6]","[3, 2]",9,Antalya,Clay,antalya
IHFvPOJi,2026-02-26,Nuria Brancaccio,Panna Udvardy,Brancaccio N.,Udvardy P.,A,Nuria Brancaccio,Panna Udvardy,6-7 6-2 7-5,R16,"[6, 6, 7]","[7, 2, 5]",13,Antalya,Clay,antalya
